Year,Month,Day,Time (in MPH),Speed
2020,10,18,13:04:41,<Direction.EXIT: 2>
2020,10,18,13:04:43,<Direction.EXIT: 2>
2020,10,18,13:04:52,<Direction.EXIT: 2>
2020,10,18,13:06:57,<Direction.EXIT: 2>
2020,10,18,13:07:52,<Direction.EXIT: 2>
2020,10,18,13:08:50,<Direction.EXIT: 2>
2020,10,18,13:08:52,<Direction.EXIT: 2>
2020,10,18,13:13:37,<Direction.EXIT: 2>
2020,10,18,13:16:17,<Direction.EXIT: 2>
2020,10,18,13:16:35,<Direction.EXIT: 2>
2020,10,18,13:16:37,<Direction.EXIT: 2>
2020,10,18,13:19:51,<Direction.EXIT: 2>
2020,10,18,13:23:28,<Direction.EXIT: 2>
2020,10,18,13:23:31,<Direction.EXIT: 2>
2020,10,18,13:26:16,<Direction.EXIT: 2>
2020,10,18,13:26:17,<Direction.EXIT: 2>
2020,10,18,13:26:18,<Direction.EXIT: 2>
2020,10,18,13:27:41,<Direction.EXIT: 2>
2020,10,18,13:27:56,<Direction.EXIT: 2>
2020,10,18,13:32:04,<Direction.EXIT: 2>
2020,10,18,13:33:04,<Direction.EXIT: 2>
2020,10,18,13:36:49,<Direction.EXIT: 2>
2020,10,18,13:39:00,<Direction.EXIT: 2>
2020,10,18,13:39:01,<Direction.EXIT: 2>
2020,10,18,13:40:25,<Direction.EXIT: 2>
2020,10,18,13:41:59,<Direction.EXIT: 2>
2020,10,18,13:43:04,<Direction.EXIT: 2>
2020,10,18,13:47:46,<Direction.EXIT: 2>
2020,10,18,13:50:02,<Direction.EXIT: 2>
2020,10,18,13:51:52,<Direction.EXIT: 2>
2020,10,18,13:52:06,<Direction.EXIT: 2>
2020,10,18,13:52:08,<Direction.EXIT: 2>
2020,10,18,13:52:27,<Direction.EXIT: 2>
2020,10,18,13:53:08,<Direction.EXIT: 2>
2020,10,18,13:57:01,<Direction.EXIT: 2>
2020,10,18,14:00:26,<Direction.EXIT: 2>
2020,10,18,14:00:33,<Direction.EXIT: 2>
2020,10,18,14:01:31,<Direction.EXIT: 2>
2020,10,18,14:11:05,<Direction.EXIT: 2>
2020,10,18,14:12:44,<Direction.EXIT: 2>
2020,10,18,14:16:31,<Direction.EXIT: 2>
2020,10,18,14:16:33,<Direction.EXIT: 2>
2020,10,18,14:18:34,<Direction.EXIT: 2>
2020,10,18,14:19:08,<Direction.EXIT: 2>
2020,10,18,14:19:10,<Direction.EXIT: 2>
2020,10,18,14:28:05,<Direction.EXIT: 2>
2020,10,18,14:35:18,<Direction.EXIT: 2>
2020,10,18,14:35:22,<Direction.EXIT: 2>
2020,10,18,14:35:27,<Direction.EXIT: 2>
2020,10,18,14:35:28,<Direction.EXIT: 2>
2020,10,18,14:35:42,<Direction.EXIT: 2>
2020,10,18,14:36:05,<Direction.EXIT: 2>
2020,10,18,14:38:26,<Direction.EXIT: 2>
2020,10,18,14:38:26,<Direction.EXIT: 2>
2020,10,18,14:40:18,<Direction.EXIT: 2>
2020,10,18,14:40:20,<Direction.EXIT: 2>
2020,10,18,14:42:23,<Direction.EXIT: 2>
2020,10,18,14:50:26,<Direction.EXIT: 2>
2020,10,18,14:59:45,<Direction.EXIT: 2>
2020,10,18,15:05:45,<Direction.EXIT: 2>
2020,10,18,15:11:58,<Direction.EXIT: 2>
2020,10,18,15:16:19,<Direction.EXIT: 2>
2020,10,18,15:17:57,<Direction.EXIT: 2>
2020,10,18,15:17:57,<Direction.EXIT: 2>
2020,10,18,15:18:00,<Direction.EXIT: 2>
2020,10,18,15:18:31,<Direction.EXIT: 2>
2020,10,18,15:19:05,<Direction.EXIT: 2>
2020,10,18,15:21:45,<Direction.EXIT: 2>
2020,10,18,15:21:47,<Direction.EXIT: 2>
2020,10,18,15:23:43,<Direction.EXIT: 2>
2020,10,18,15:27:42,<Direction.EXIT: 2>
2020,10,18,15:27:42,<Direction.EXIT: 2>
2020,10,18,15:27:43,<Direction.EXIT: 2>
2020,10,18,15:28:29,<Direction.EXIT: 2>
2020,10,18,15:28:30,<Direction.EXIT: 2>
2020,10,18,15:28:30,<Direction.EXIT: 2>
2020,10,18,15:28:32,<Direction.EXIT: 2>
2020,10,18,15:52:19,<Direction.EXIT: 2>
2020,10,18,15:52:23,<Direction.EXIT: 2>
2020,10,18,15:59:40,<Direction.EXIT: 2>
2020,10,18,16:03:52,<Direction.EXIT: 2>
2020,10,18,16:10:18,<Direction.EXIT: 2>
2020,10,18,16:11:51,<Direction.EXIT: 2>
2020,10,18,16:12:59,<Direction.EXIT: 2>
2020,10,18,16:13:10,<Direction.EXIT: 2>
2020,10,18,16:14:35,<Direction.EXIT: 2>
2020,10,18,16:17:06,<Direction.EXIT: 2>
2020,10,18,16:17:34,<Direction.EXIT: 2>
2020,10,18,16:17:51,<Direction.EXIT: 2>
2020,10,18,16:23:57,<Direction.EXIT: 2>
2020,10,18,16:23:58,<Direction.EXIT: 2>
2020,10,18,16:24:01,<Direction.EXIT: 2>
2020,10,18,16:24:04,<Direction.EXIT: 2>
2020,10,18,16:29:49,<Direction.EXIT: 2>
2020,10,18,16:36:57,<Direction.EXIT: 2>
2020,10,18,16:44:29,<Direction.EXIT: 2>
2020,10,18,16:52:49,<Direction.EXIT: 2>
2020,10,18,16:56:09,<Direction.EXIT: 2>
2020,10,18,16:56:09,<Direction.EXIT: 2>
2020,10,18,16:58:53,<Direction.EXIT: 2>
2020,10,18,16:58:54,<Direction.EXIT: 2>
2020,10,18,17:06:13,<Direction.EXIT: 2>
2020,10,18,17:09:55,<Direction.EXIT: 2>
2020,10,18,17:11:00,<Direction.EXIT: 2>
2020,10,18,17:11:01,<Direction.EXIT: 2>
2020,10,18,17:11:20,<Direction.EXIT: 2>
2020,10,18,17:11:49,<Direction.EXIT: 2>
2020,10,18,17:16:34,<Direction.EXIT: 2>
2020,10,18,17:16:35,<Direction.EXIT: 2>
2020,10,18,17:23:13,<Direction.EXIT: 2>
2020,10,18,17:26:20,<Direction.EXIT: 2>
2020,10,18,17:27:41,<Direction.EXIT: 2>
2020,10,18,17:30:18,<Direction.EXIT: 2>
2020,10,18,17:35:00,<Direction.EXIT: 2>
2020,10,18,17:35:01,<Direction.EXIT: 2>
2020,10,18,17:36:35,<Direction.EXIT: 2>
2020,10,18,17:40:49,<Direction.EXIT: 2>
2020,10,18,17:40:51,<Direction.EXIT: 2>
2020,10,18,17:42:32,<Direction.EXIT: 2>
2020,10,18,17:46:11,<Direction.EXIT: 2>
2020,10,18,17:46:12,<Direction.EXIT: 2>
2020,10,18,17:47:59,<Direction.EXIT: 2>
2020,10,18,17:54:00,<Direction.EXIT: 2>
2020,10,18,18:02:07,<Direction.EXIT: 2>
2020,10,18,18:05:04,<Direction.EXIT: 2>
2020,10,18,18:07:38,<Direction.EXIT: 2>
2020,10,18,18:08:09,<Direction.EXIT: 2>
2020,10,18,18:13:52,<Direction.EXIT: 2>
2020,10,18,18:20:46,<Direction.EXIT: 2>
2020,10,18,18:27:54,<Direction.EXIT: 2>
2020,10,18,18:30:45,<Direction.EXIT: 2>
2020,10,18,18:30:49,<Direction.EXIT: 2>
2020,10,18,18:30:50,<Direction.EXIT: 2>
2020,10,18,18:32:02,<Direction.EXIT: 2>
2020,10,18,18:32:04,<Direction.EXIT: 2>
2020,10,18,18:33:01,<Direction.EXIT: 2>
2020,10,18,18:33:05,<Direction.EXIT: 2>
2020,10,18,18:33:17,<Direction.EXIT: 2>
2020,10,18,18:35:57,<Direction.EXIT: 2>
2020,10,18,18:36:05,<Direction.EXIT: 2>
2020,10,18,18:36:34,<Direction.EXIT: 2>
2020,10,18,18:36:36,<Direction.EXIT: 2>
2020,10,18,18:36:51,<Direction.EXIT: 2>
2020,10,18,18:42:33,<Direction.EXIT: 2>
2020,10,18,18:42:36,<Direction.EXIT: 2>
2020,10,18,18:42:36,<Direction.EXIT: 2>
2020,10,18,18:42:44,<Direction.EXIT: 2>
2020,10,18,18:43:06,<Direction.EXIT: 2>
2020,10,18,18:43:15,<Direction.EXIT: 2>
2020,10,18,18:43:17,<Direction.EXIT: 2>
2020,10,18,18:43:26,<Direction.EXIT: 2>
2020,10,18,18:43:27,<Direction.EXIT: 2>
2020,10,18,18:43:48,<Direction.EXIT: 2>
